title_1,title_2,title_3,title_4,bold_terms,sources,urls,references,definition,organization,country,year
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,based on crown cover,http://www.reo.gov/general/definitions_n-z.htm#R,,"Land at least 10 percent stocked by forest trees of any size, or formerly having had such tree cover and not currently developed for nonforest use. 2003",based on crown cover,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.idahoforests.org/dict1.htm,,Land at least 10 percent stocked by tree stands of any size or that formerly had such tree cover and that will be regenerated with trees,,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.ilea.org/birdsey/glossary.html,,"Land at least 10 percent stocked by trees of any size, including land that formerly had such tree cover and that will be naturally or artificially regenerated. Forest land includes transition zones, such as areas between heavily forested and nonforested lands that are at leas t 10 percent stocked with forest trees and forest areas adjacent to urban and built-up lands. Also included are pinyon-juniper and chaparral areas in the West and afforested areas. The minimum area for classification of forest land is 1 acre. Roadside, streamside, and shelterbelt strips of timber must have a crown width of at least 120 feet to qualify as forest land. Unimproved roads and trails, streams, and clearings in forest areas are classified as forest if less than 120 feet wide",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://maps.vcgi.org/indicators/metadata/cntyfrst.html,,"Land at least 10 percent stocked with trees of any size, or that formerly had tree cover and is not currently developed for a nonforest use. The minimum area for classification is one acre",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,36 CFR 219.3,http://fwie.fw.vt.edu/rhgiles/appendices/glossf.htm; http://www.safc.org/resources/glossary.htm#D,,"Land at least 10-percent occupied by forest trees of any size or formerly having had such tree cover and not currently developed for non-forest use. Lands developed for non-forest use include area for crops, improved pasture, residential or administrative areas, improved roads of any width, adjoining road clearing, and power-line clearing of any width. and",36 CFR 219.3,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,"Note: Stocking is measured by comparing specified standards with basal area and /or number of trees, age or size, and spacing.",http://www.pfmt.org/glossary/f.htm; http://www.for.msu.edu/~kpw/glossary.htm,,"Land at least 16.7 percent stocked by forest trees of any size, or formerly having had such tree cover, and not currently developed for nonforest use. The minimum area for classification of forest land is 1 acre. Roadside, streamside, and shelterbelt strips of timber must have a crown width of at least 120 feet to qualify as forest land. Unimproved roads and trails, streams, or other bodies of water or clearings in forest areas shall be classed as forest if less than 120 feet wide. Glossary of Forestry Terms and","Note: Stocking is measured by comparing specified standards with basal area and /or number of trees, age or size, and spacing",,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.wvgazette.com/static/series/mining/reports/EIS/VIII.Glossary.pdf,,"Land bearing a stand of trees of any stature, including seedlings, and of species attaining a minimum of 6 feet average height at maturity or land from which such a stand has been removed but on which no other use has been substituted. The term is commonly limited to land not in farms; forests on farms are commonly called woodland or farm forests",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.geocities.com/rboutilier000/wildlif1.html,,Land bearing forest growth or land from which the forest has been removed but which shows surface evidence of past forest occupancy and is not now in other use,,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.lwvwa.org/forest/dynamic/glossary.htm,,Land capable of supporting trees and not actively in a use which is incompatible with timber growing. Washington's Dynamic Forests - League of Women Voters of Washington Education Fund,,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,USA,http://eurodic.ip.lu/cgi-bin/edicbin/expert.pl,,"Land carrying forest growth or, if totally lacking it (non-stocked , unstocked (Cw) forest land), bearing evidence of former forest and not now in other use Eurodicautom",USA,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.m-w.com/cgi-bin/dictionary?book=Dictionary&va=forestland,,Land covered with forest or reserved for the growth of forests,,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,10 base 100,http://www.ciel.org/forestglossary.pdf,,"Land currently growing forest trees of any size with a total stocking value of at least 16.7 in the West), or lands formerly forested, currently capable of becoming forest land, and not currently developed for nonforest uses. These lands must be a minimum of 1 acre in area. Roadside, streamside, and shelterbelt strips of timber must have a crown width of at least 120 feet to qualify as forest land. Unimproved roads, trails, streams, and clearings within forest areas are classified as forest land if they are less than 120 feet wide. Recently clearcut areas that are currently nonstocked are classed as forest lands unless they are being used as agriculture. Forest land is divided into two categories (timberland and other forest land), and both of these categories may be further classified as reserved if harvesting is prohibited by statutory or administrative restrictions. Forest Glossary",10 base 100,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.forestmeister.com/highlights.html,,Land must be at least 10 acres of contiguous forest not developed for non-forest use,,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.planning.org/guidebookhtm/chapter_three.htm,,Land on which the land use of forestry occurs,,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.forages.css.orst.edu/Topics/Pastures/Grazing/Terminology/grazterm_body.html#Vegetation; http://www.agry.purdue.edu/ext/forages/rotational/glossary.html; http://www.crops.org/cropgloss/index.php; http://www.ifad.org/lrkm/glossary.htm#f,,"Land on which the vegetation is dominated by forest or, if trees are lacking, the land bears evidence of former forest and has not been converted to other vegetation. , , , and",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://fwie.fw.vt.edu/rhgiles/appendices/glossf.htm,,Land primarily devoted to trees,,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.inac.gc.ca/building/forests/forest_j.html,,"Land primarily intended for growing, or currently supporting, forest. Includes land not now forested, i.e. clear-cut lands; northern lands that are forested but not intended for any use; and plantations",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.pacificforest.org/about/glossary.html,,"Land that can support at least 10 percent native tree cover under natural conditions. Forestland may include areas of grassland, shrubland, wetland, or other land classes",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,"Also see definitions of nonforest land, idle farmland and improved/maintained pasture.",,,"Land that is at least 10 percent stocked by forest trees of any size, or land formerly having such tree cover, and is not currently developed for a nonforest use. The minimum area for classification as forest land is one acre. Roadside, stream-side, and shelterbelt strips of timber must have a crown width at least 120 feet wide to qualify as forest land. Unimproved roads and trails, streams and other bodies of water, or natural clearings in forested areas shall be classified as forest, if less than 120 feet in width or an acre in size. Grazed woodlands, reverting fields, and pastures that are not actively maintained are included if the above qualifications are satisfied. www.socrates.lv-hrc.nevada.edu/fia/dab/core1-7/appendix7_12_00.doc","Also see definitions of nonforest land, idle farmland and improved/maintained pasture",,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.nationalaglawcenter.org/glossary/; http://agglossary.uaex.edu/viewFGlossary1.asp#F,,"Land that is at least 16.7 percent stocked by forest trees of any size, or land that formerly had such tree cover and is not currently being developed for nonforest uses. and",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.forestmeister.com/laws/ch61.html,,"Land that is at least sixteen and seven-tenths per cent stocked, that contains at least seven and five-tenths square feet of basal area per acre by forest trees of any size; or that formerly had such tree cover and is not currently developed for non-forest use; or that is a plantation containing at least five hundred trees per acre",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.streamnet.org/pub-ed/ff/Glossary/glossaryforest.html,,"Land that is now, or is capable of becoming, at least 10 percent stocked with forest trees and that has not been developed for nontimber use",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,"i.e., spruce-fir stands, ponderosa pine, etc.",http://extension.usu.edu/forestry/UtahForests/Trees_ForestryTerms.htm,,Land that supports tree species of commercial value ; also referred to as timberland,"i.e., spruce-fir stands, ponderosa pine, etc",,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,Maini 1991,http://www.forestry.utoronto.ca/ac_staff/emeritus/My%20Webs/english.htm,,"Land under natural or cultivated stands of trees intended for forest use, including land cleared of trees but which will be reforested. Permanent meadows and pastures with scattered trees and shrubs do not constitute forest land",Maini,,1991
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,,http://www.osmre.gov/pdf/022399a.txt; http://www.wvgazette.com/static/series/mining/reports/EIS/VIII.Glossary.pdf; http://www.epa.gov/region3/mtntop/pdf/VIII.Glossary.pdf,,"Land with at least 25 percent tree canopy or that has been stocked with at least 10 percent forest trees of any size, including land that formerly had such tree cover and that will be naturally or artificially reforested. , 2001 and",,,
BASIC TERMS,FOREST/FOREST LAND,General definitions,As a land use type,,World Forest Inventories 1947,,,"Lands bearing vegetative associations dominated by trees of any size, capable of producing timber or other forest products or of exerting an influence on the climate or on the water regime. Also, lands from which forests have been recently clear cut or burned but which will be reforested in the near future. From: Alexander.Korotkov@unece.org. Date: Thu, 15 Oct 1998 17:09:40 +0200",World Forest Inventories,,1947
